UserID,Age,F,M
U00002542,29,1,0
U00002543,27,1,0
U00002544,29,0,1
U00002545,35,0,1
U00002546,35,1,0
U00002547,27,1,0
U00002548,27,1,0
U00002549,35,0,1
U00002550,32,0,1
U00002551,25,0,1
U00002552,25,1,0
U00002553,25,0,1
U00002554,25,0,1
U00002555,35,0,1
U00002556,25,0,1
U00002557,18,1,0
U00002558,35,0,1
U00002559,18,0,1
U00002560,29,1,0
U00002561,25,0,1
U00002562,18,0,1
U00002563,29,0,1
U00002564,27,1,0
U00002565,27,0,1
U00002566,27,0,1
U00002567,25,0,1
U00002568,25,0,1
U00002569,29,0,1
U00002570,35,1,0
U00002571,27,0,1
U00002572,27,0,1
U00002573,29,0,1
U00002574,32,0,1
U00002575,27,0,1
U00002576,18,0,1
U00002577,25,0,1
U00002578,32,0,1
U00002579,27,0,1
U00002580,29,1,0
U00002581,25,0,1
U00002582,25,1,0
U00002583,27,0,1
U00002584,35,1,0
U00002585,29,0,1
U00002586,25,0,1
U00002587,27,0,1
U00002588,35,1,0
U00002589,25,0,1
U00002590,18,0,1
U00002591,18,0,1
U00002592,32,0,1
U00002593,35,0,1
U00002594,27,0,1
U00002595,18,0,1
U00002596,32,0,1
U00002597,32,1,0
U00002598,25,0,1
U00002599,25,0,1
U00002600,25,0,1
U00002601,27,0,1
U00002602,29,0,1
U00002603,25,0,1
U00002604,25,0,1
U00002605,27,0,1
U00002606,32,0,1
U00002607,35,1,0
U00002608,25,1,0
U00002609,32,1,0
U00002610,29,0,1
U00002611,25,0,1
U00002612,29,1,0
U00002613,27,0,1
U00002614,25,0,1
U00002615,25,0,1
U00002616,27,0,1
U00002617,29,1,0
U00002618,18,1,0
U00002619,27,0,1
U00002620,18,0,1
U00002621,18,0,1
U00002622,27,1,0
U00002623,35,0,1
U00002624,27,1,0
U00002625,27,0,1
U00002626,35,0,1
U00002627,25,0,1
U00002628,25,1,0
U00002629,25,0,1
U00002630,18,1,0
U00002631,32,1,0
U00002632,35,0,1
U00002633,27,1,0
U00002634,35,0,1
U00002635,27,0,1
U00002636,18,0,1
U00002637,27,1,0
U00002638,25,0,1
U00002639,25,1,0
U00002640,27,0,1
U00002641,25,0,1
U00002642,25,0,1
U00002643,29,0,1
U00002644,18,0,1
U00002645,25,0,1
U00002646,29,0,1
U00002647,27,1,0
U00002648,25,0,1
U00002649,25,0,1
U00002650,29,0,1
U00002651,35,0,1
U00002652,27,0,1
U00002653,25,0,1
U00002654,27,1,0
U00002655,27,0,1
U00002656,35,0,1
U00002657,16,1,0
U00002658,25,0,1
U00002659,27,0,1
U00002660,35,0,1
U00002661,35,0,1
U00002662,25,0,1
U00002663,25,1,0
U00002664,27,0,1
U00002665,27,0,1
U00002666,29,0,1
U00002667,27,1,0
U00002668,25,1,0
U00002669,29,0,1
U00002670,27,0,1
U00002671,27,1,0
U00002672,27,0,1
U00002673,27,0,1
U00002674,25,0,1
U00002675,27,0,1
U00002676,35,0,1
U00002677,27,1,0
U00002678,25,0,1
U00002679,18,1,0
U00002680,25,0,1
U00002681,25,1,0
U00002682,18,0,1
U00002683,27,0,1
U00002684,18,1,0
U00002685,29,0,1
U00002686,25,0,1
U00002687,16,0,1
U00002688,25,0,1
U00002689,25,0,1
U00002690,25,0,1
U00002691,18,0,1
U00002692,18,1,0
U00002693,35,0,1
U00002694,18,0,1
U00002695,27,0,1
U00002696,25,0,1
U00002697,32,1,0
U00002698,25,1,0
U00002699,35,1,0
U00002700,25,0,1
U00002701,29,0,1
U00002702,29,0,1
U00002703,27,0,1
U00002704,35,0,1
U00002705,25,0,1
U00002706,25,1,0
U00002707,35,0,1
U00002708,25,0,1
U00002709,25,1,0
U00002710,27,0,1
U00002711,25,1,0
U00002712,18,1,0
U00002713,25,0,1
U00002714,18,0,1
U00002715,32,1,0
U00002716,32,1,0
U00002717,25,0,1
U00002718,25,1,0
U00002719,25,0,1
U00002720,27,0,1
U00002721,29,0,1
U00002722,27,0,1
U00002723,25,1,0
U00002724,29,1,0
U00002725,27,0,1
U00002726,29,0,1
U00002727,25,0,1
U00002728,27,0,1
U00002729,32,0,1
U00002730,27,0,1
U00002731,27,0,1
U00002732,29,0,1
U00002733,29,0,1
U00002734,18,1,0
U00002735,25,0,1
U00002736,29,0,1
U00002737,25,0,1
U00002738,32,1,0
U00002739,27,1,0
U00002740,29,0,1
U00002741,25,0,1
U00002742,25,0,1
U00002743,25,0,1
U00002744,18,0,1
U00002745,27,1,0
U00002746,32,0,1
U00002747,18,1,0
U00002748,25,0,1
U00002749,25,0,1
U00002750,25,1,0
U00002751,25,1,0
U00002752,25,0,1
U00002753,32,1,0
U00002754,32,0,1
U00002755,27,0,1
U00002756,18,0,1
U00002757,25,0,1
U00002758,35,0,1
U00002759,25,0,1
U00002760,35,0,1
U00002761,27,0,1
U00002762,32,0,1
U00002763,18,1,0
U00002764,25,0,1
U00002765,32,0,1
U00002766,29,0,1
U00002767,25,0,1
U00002768,25,0,1
U00002769,25,0,1
U00002770,27,0,1
U00002771,18,0,1
U00002772,27,0,1
U00002773,27,0,1
U00002774,25,0,1
U00002775,18,1,0
U00002776,25,0,1
U00002777,18,0,1
U00002778,35,0,1
U00002779,27,0,1
U00002780,25,0,1
U00002781,27,0,1
U00002782,18,1,0
U00002783,29,0,1
U00002784,32,0,1
U00002785,35,0,1
U00002786,25,0,1
U00002787,25,0,1
U00002788,35,0,1
U00002789,18,0,1
U00002790,25,0,1
U00002791,35,0,1
U00002792,18,0,1
U00002793,27,0,1
U00002794,25,0,1
U00002795,32,0,1
U00002796,25,0,1
U00002797,25,1,0
U00002798,27,0,1
U00002799,18,0,1
U00002800,18,1,0
U00002801,25,1,0
U00002802,27,0,1
U00002803,25,0,1
U00002804,27,1,0
U00002805,35,0,1
U00002806,16,0,1
U00002807,27,1,0
U00002808,35,0,1
U00002809,25,0,1
U00002810,16,1,0
U00002811,25,0,1
U00002812,25,0,1
U00002813,25,0,1
U00002814,27,0,1
U00002815,27,0,1
U00002816,25,0,1
U00002817,27,0,1
U00002818,25,0,1
U00002819,29,0,1
U00002820,27,1,0
U00002821,18,0,1
U00002822,32,0,1
U00002823,25,0,1
U00002824,18,0,1
U00002825,25,1,0
U00002826,27,0,1
U00002827,25,0,1
U00002828,18,0,1
U00002829,29,0,1
U00002830,27,0,1
U00002831,25,0,1
U00002832,25,0,1
U00002833,25,0,1
U00002834,27,0,1
U00002835,27,0,1
U00002836,25,0,1
U00002837,18,0,1
U00002838,18,0,1
U00002839,25,0,1
U00002840,25,0,1
U00002841,32,0,1
U00002842,27,0,1
U00002843,25,1,0
U00002844,25,0,1
U00002845,25,0,1
U00002846,18,1,0
U00002847,18,0,1
U00002848,25,0,1
U00002849,29,0,1
U00002850,18,0,1
U00002851,25,1,0
U00002852,25,0,1
U00002853,16,0,1
U00002854,18,1,0
U00002855,25,0,1
U00002856,27,0,1
U00002857,25,0,1
U00002858,16,1,0
U00002859,18,0,1
U00002860,27,0,1
U00002861,25,0,1
U00002862,29,0,1
U00002863,25,1,0
U00002864,27,1,0
U00002865,25,1,0
U00002866,25,0,1
U00002867,29,0,1
U00002868,27,0,1
U00002869,32,0,1
U00002870,32,0,1
U00002871,25,1,0
U00002872,25,0,1
U00002873,18,1,0
U00002874,27,1,0
U00002875,25,0,1
U00002876,25,0,1
U00002877,27,0,1
U00002878,32,1,0
U00002879,18,0,1
U00002880,18,0,1
U00002881,25,1,0
U00002882,18,0,1
U00002883,18,0,1
U00002884,32,1,0
U00002885,18,1,0
U00002886,18,0,1
U00002887,25,0,1
U00002888,25,0,1
U00002889,27,0,1
U00002890,27,0,1
U00002891,18,1,0
U00002892,25,0,1
U00002893,25,0,1
U00002894,18,0,1
U00002895,25,0,1
U00002896,18,0,1
U00002897,25,0,1
U00002898,18,0,1
U00002899,27,0,1
U00002900,18,0,1
U00002901,25,0,1
U00002902,25,0,1
U00002903,25,0,1
U00002904,25,0,1
U00002905,27,0,1
U00002906,27,0,1
U00002907,27,1,0
U00002908,18,0,1
U00002909,25,0,1
U00002910,16,0,1
U00002911,25,1,0
U00002912,18,1,0
U00002913,27,1,0
U00002914,25,0,1
U00002915,25,0,1
U00002916,29,0,1
U00002917,25,0,1
U00002918,25,0,1
U00002919,18,0,1
U00002920,25,0,1
U00002921,32,0,1
U00002922,25,0,1
U00002923,27,0,1
U00002924,18,1,0
U00002925,25,1,0
U00002926,18,1,0
U00002927,25,0,1
U00002928,25,0,1
U00002929,18,0,1
U00002930,32,0,1
U00002931,18,0,1
U00002932,25,0,1
U00002933,27,0,1
U00002934,27,1,0
U00002935,25,0,1
U00002936,18,1,0
U00002937,18,1,0
U00002938,25,1,0
U00002939,25,1,0
U00002940,25,0,1
U00002941,27,0,1
U00002942,32,1,0
U00002943,27,0,1
U00002944,18,1,0
U00002945,27,1,0
U00002946,27,0,1
U00002947,25,1,0
U00002948,18,0,1
U00002949,25,0,1
U00002950,18,0,1
U00002951,27,1,0
U00002952,25,0,1
U00002953,25,0,1
U00002954,18,0,1
U00002955,27,0,1
U00002956,25,0,1
U00002957,18,0,1
U00002958,25,0,1
U00002959,27,0,1
U00002960,18,0,1
U00002961,32,0,1
U00002962,27,0,1
U00002963,18,1,0
U00002964,25,0,1
U00002965,27,1,0
U00002966,25,1,0
U00002967,25,0,1
U00002968,18,1,0
U00002969,25,0,1
U00002970,18,0,1
U00002971,25,0,1
U00002972,25,0,1
U00002973,18,1,0
U00002974,18,0,1
U00002975,27,0,1
U00002976,18,0,1
U00002977,18,1,0
U00002978,27,0,1
U00002979,27,0,1
U00002980,29,0,1
U00002981,29,0,1
U00002982,25,0,1
U00002983,18,0,1
U00002984,25,0,1
U00002985,18,0,1
U00002986,25,0,1
U00002987,18,0,1
U00002988,18,1,0
U00002989,27,0,1
U00002990,27,0,1
U00002991,32,0,1
U00002992,18,0,1
U00002993,18,0,1
U00002994,27,0,1
U00002995,25,0,1
U00002996,18,0,1
U00002997,27,1,0
U00002998,25,1,0
U00002999,25,0,1
U00003000,25,0,1
U00003001,18,0,1
U00003002,29,0,1
U00003003,18,0,1
U00003004,18,1,0
U00003005,25,0,1
U00003006,18,0,1
U00003007,27,0,1
U00003008,18,0,1
U00003009,27,1,0
U00003010,25,0,1
U00003011,25,0,1
U00003012,25,0,1
U00003013,29,0,1
U00003014,27,0,1
U00003015,35,0,1
U00003016,18,0,1
U00003017,27,1,0
U00003018,27,0,1
U00003019,32,0,1
U00003020,27,1,0
U00003021,29,1,0
U00003022,25,0,1
U00003023,25,1,0
U00003024,27,0,1
U00003025,27,1,0
U00003026,18,1,0
U00003027,18,0,1
U00003028,16,0,1
U00003029,18,0,1
U00003030,27,0,1
U00003031,18,0,1
U00003032,25,0,1
U00003033,18,0,1
U00003034,18,1,0
U00003035,25,1,0
U00003036,35,0,1
U00003037,25,1,0
U00003038,27,1,0
U00003039,32,1,0
U00003040,25,0,1
U00003041,25,0,1
U00003042,35,0,1
U00003043,18,0,1
U00003044,27,0,1
U00003045,29,0,1
U00003046,16,0,1
U00003047,25,1,0
U00003048,18,0,1
U00003049,32,1,0
U00003050,27,0,1
U00003051,18,0,1
U00003052,27,0,1
U00003053,25,1,0
U00003054,18,0,1
U00003055,25,1,0
U00003056,25,0,1
U00003057,25,1,0
U00003058,18,0,1
U00003059,27,0,1
U00003060,27,1,0
U00003061,29,0,1
U00003062,18,0,1
U00003063,18,0,1
U00003064,27,0,1
U00003065,18,1,0
U00003066,18,0,1
U00003067,25,1,0
U00003068,27,1,0
U00003069,18,0,1
U00003070,18,1,0
U00003071,25,0,1
U00003072,32,0,1
U00003073,25,0,1
U00003074,25,0,1
U00003075,25,1,0
U00003076,27,0,1
U00003077,18,0,1
U00003078,27,1,0
U00003079,25,1,0
U00003080,25,0,1
U00003081,25,0,1
U00003082,27,1,0
U00003083,32,1,0
U00003084,25,0,1
U00003085,25,0,1
U00003086,18,0,1
U00003087,16,1,0
U00003088,25,1,0
U00003089,29,0,1
U00003090,25,0,1
U00003091,25,1,0
U00003092,27,0,1
U00003093,29,1,0
U00003094,27,0,1
U00003095,25,1,0
U00003096,29,1,0
U00003097,25,1,0
U00003098,25,0,1
U00003099,25,0,1
U00003100,25,1,0
U00003101,18,0,1
U00003102,25,0,1
U00003103,25,0,1
U00003104,18,0,1
U00003105,27,0,1
U00003106,25,0,1
U00003107,25,0,1
U00003108,32,0,1
U00003109,25,1,0
U00003110,25,0,1
U00003111,18,0,1
U00003112,18,0,1
U00003113,25,0,1
U00003114,18,0,1
U00003115,27,0,1
U00003116,25,0,1
U00003117,27,0,1
U00003118,25,0,1
U00003119,29,0,1
U00003120,18,0,1
U00003121,25,0,1
U00003122,25,1,0
U00003123,25,0,1
U00003124,25,0,1
U00003125,25,0,1
U00003126,25,0,1
U00003127,25,1,0
U00003128,18,0,1
U00003129,25,0,1
U00003130,25,0,1
U00003131,25,1,0
U00003132,27,0,1
U00003133,18,0,1
U00003134,18,0,1
U00003135,25,0,1
U00003136,25,1,0
U00003137,25,0,1
U00003138,27,0,1
U00003139,35,0,1
U00003140,25,1,0
U00003141,25,0,1
U00003142,25,0,1
U00003143,32,1,0
U00003144,25,1,0
U00003145,18,0,1
U00003146,25,0,1
U00003147,25,0,1
U00003148,18,0,1
U00003149,18,0,1
U00003150,25,1,0
U00003151,25,1,0
U00003152,18,0,1
U00003153,25,1,0
U00003154,25,1,0
U00003155,25,0,1
U00003156,27,0,1
U00003157,25,0,1
U00003158,25,0,1
U00003159,25,1,0
U00003160,25,0,1
U00003161,25,0,1
U00003162,25,0,1
U00003163,18,0,1
U00003164,18,0,1
U00003165,27,0,1
U00003166,18,0,1
U00003167,25,0,1
U00003168,27,1,0
U00003169,32,0,1
U00003170,25,0,1
U00003171,32,1,0
U00003172,18,0,1
U00003173,25,0,1
U00003174,18,1,0
U00003175,27,0,1
U00003176,25,0,1
U00003177,25,1,0
U00003178,27,1,0
U00003179,18,1,0
U00003180,25,0,1
U00003181,25,0,1
U00003182,25,0,1
U00003183,32,0,1
U00003184,25,1,0
U00003185,18,0,1
U00003186,32,0,1
U00003187,27,0,1
U00003188,35,0,1
U00003189,25,0,1
U00003190,16,0,1
U00003191,25,0,1
U00003192,18,0,1
U00003193,25,0,1
U00003194,25,0,1
U00003195,18,0,1
U00003196,18,1,0
U00003197,18,1,0
U00003198,25,0,1
U00003199,18,0,1
U00003200,25,1,0
U00003201,29,0,1
U00003202,18,1,0
U00003203,27,0,1
U00003204,29,0,1
U00003205,27,1,0
U00003206,18,0,1
U00003207,27,0,1
U00003208,25,0,1
U00003209,25,0,1
U00003210,29,1,0
U00003211,32,0,1
U00003212,25,1,0
U00003213,25,1,0
U00003214,35,1,0
U00003215,32,1,0
U00003216,27,0,1
U00003217,27,1,0
U00003218,35,0,1
U00003219,18,1,0
U00003220,27,0,1
U00003221,25,0,1
U00003222,27,0,1
U00003223,25,0,1
U00003224,25,1,0
U00003225,18,0,1
U00003226,27,0,1
U00003227,25,1,0
U00003228,25,0,1
U00003229,35,1,0
U00003230,27,0,1
U00003231,25,0,1
U00003232,27,0,1
U00003233,32,0,1
U00003234,16,1,0
U00003235,18,0,1
U00003236,18,0,1
U00003237,27,0,1
U00003238,27,0,1
U00003239,25,1,0
U00003240,18,0,1
U00003241,32,1,0
U00003242,32,0,1
U00003243,25,0,1
U00003244,18,1,0
U00003245,18,0,1
U00003246,27,1,0
U00003247,27,0,1
U00003248,25,1,0
U00003249,25,1,0
U00003250,25,0,1
U00003251,27,0,1
U00003252,32,0,1
U00003253,27,1,0
U00003254,27,1,0
U00003255,25,1,0
U00003256,25,0,1
U00003257,25,0,1
U00003258,29,0,1
U00003259,18,1,0
U00003260,25,0,1
U00003261,29,0,1
U00003262,25,0,1
U00003263,32,0,1
U00003264,25,1,0
U00003265,25,0,1
U00003266,25,1,0
U00003267,25,0,1
U00003268,25,0,1
U00003269,18,1,0
U00003270,18,0,1
U00003271,27,1,0
U00003272,27,0,1
U00003273,27,0,1
U00003274,25,0,1
U00003275,27,0,1
U00003276,25,0,1
U00003277,25,0,1
U00003278,27,0,1
U00003279,29,0,1
U00003280,25,0,1
U00003281,25,0,1
U00003282,29,0,1
U00003283,27,0,1
U00003284,25,0,1
U00003285,25,0,1
U00003286,27,1,0
U00003287,35,0,1
U00003288,25,0,1
U00003289,29,0,1
U00003290,25,0,1
U00003291,25,1,0
U00003292,32,1,0
U00003293,29,0,1
U00003294,18,0,1
U00003295,18,0,1
U00003296,18,0,1
U00003297,18,0,1
U00003298,16,0,1
U00003299,25,1,0
U00003300,27,0,1
U00003301,25,1,0
U00003302,25,0,1
U00003303,35,0,1
U00003304,29,1,0
U00003305,35,0,1
U00003306,29,0,1
U00003307,32,0,1
U00003308,18,1,0
U00003309,25,0,1
U00003310,29,0,1
U00003311,25,0,1
U00003312,18,1,0
U00003313,27,0,1
U00003314,25,0,1
U00003315,25,0,1
U00003316,16,0,1
U00003317,25,0,1
U00003318,35,0,1
U00003319,35,1,0
U00003320,25,0,1
U00003321,27,0,1
U00003322,18,1,0
U00003323,27,0,1
U00003324,27,0,1
U00003325,27,1,0
U00003326,29,0,1
U00003327,18,0,1
U00003328,35,0,1
U00003329,32,0,1
U00003330,27,1,0
U00003331,25,1,0
U00003332,25,0,1
U00003333,18,0,1
U00003334,27,0,1
U00003335,25,0,1
U00003336,27,0,1
U00003337,25,0,1
U00003338,29,0,1
U00003339,25,0,1
U00003340,29,0,1
U00003341,25,0,1
U00003342,25,1,0
U00003343,18,1,0
U00003344,27,0,1
U00003345,25,0,1
U00003346,27,0,1
U00003347,27,1,0
U00003348,29,0,1
U00003349,18,1,0
U00003350,18,1,0
U00003351,18,1,0
U00003352,27,0,1
U00003353,27,0,1
U00003354,25,0,1
U00003355,25,0,1
U00003356,27,0,1
U00003357,25,0,1
U00003358,25,1,0
U00003359,25,0,1
U00003360,25,1,0
U00003361,25,0,1
U00003362,25,1,0
U00003363,27,1,0
U00003364,35,0,1
U00003365,32,0,1
U00003366,27,0,1
U00003367,32,0,1
U00003368,25,0,1
U00003369,29,0,1
U00003370,18,0,1
U00003371,25,0,1
U00003372,35,0,1
U00003373,18,0,1
U00003374,27,0,1
U00003375,25,0,1
U00003376,27,0,1
U00003377,25,0,1
U00003378,18,0,1
U00003379,27,0,1
U00003380,32,0,1
U00003381,25,0,1
U00003382,16,1,0
U00003383,35,0,1
U00003384,27,0,1
U00003385,25,1,0
U00003386,18,0,1
U00003387,18,0,1
U00003388,25,1,0
U00003389,18,0,1
U00003390,29,1,0
U00003391,18,0,1
U00003392,32,0,1
U00003393,27,0,1
U00003394,27,0,1
U00003395,25,0,1
U00003396,25,0,1
U00003397,25,0,1
U00003398,18,0,1
U00003399,25,0,1
U00003400,25,0,1
U00003401,27,0,1
U00003402,27,0,1
U00003403,27,0,1
U00003404,25,0,1
U00003405,27,0,1
U00003406,25,1,0
U00003407,29,1,0
U00003408,25,0,1
U00003409,25,0,1
U00003410,27,0,1
U00003411,18,0,1
U00003412,25,0,1
U00003413,25,1,0
U00003414,25,0,1
U00003415,27,0,1
U00003416,25,0,1
U00003417,18,1,0
U00003418,18,1,0
U00003419,29,0,1
U00003420,25,1,0
U00003421,29,0,1
U00003422,25,0,1
U00003423,25,0,1
U00003424,25,0,1
U00003425,18,0,1
U00003426,25,0,1
U00003427,25,0,1
U00003428,29,0,1
U00003429,25,1,0
U00003430,29,1,0
U00003431,29,1,0
U00003432,25,0,1
U00003433,18,0,1
U00003434,18,0,1
U00003435,29,0,1
U00003436,27,0,1
U00003437,25,1,0
U00003438,25,1,0
U00003439,18,0,1
U00003440,35,0,1
U00003441,25,1,0
U00003442,18,0,1
U00003443,27,1,0
U00003444,32,0,1
U00003445,27,1,0
U00003446,25,0,1
U00003447,25,0,1
U00003448,18,1,0
U00003449,25,0,1
U00003450,25,0,1
U00003451,25,1,0
U00003452,25,0,1
U00003453,27,0,1
U00003454,18,0,1
U00003455,25,1,0
U00003456,25,0,1
U00003457,25,0,1
U00003458,29,0,1
U00003459,18,0,1
U00003460,16,0,1
U00003461,27,0,1
U00003462,25,1,0
U00003463,25,0,1
U00003464,25,1,0
U00003465,25,0,1
U00003466,25,0,1
U00003467,25,0,1
U00003468,25,0,1
U00003469,29,0,1
U00003470,27,0,1
U00003471,18,0,1
U00003472,25,0,1
U00003473,27,1,0
U00003474,27,0,1
U00003475,25,0,1
U00003476,32,0,1
U00003477,32,1,0
U00003478,25,0,1
U00003479,18,0,1
U00003480,25,0,1
U00003481,18,0,1
U00003482,32,0,1
U00003483,29,1,0
U00003484,18,0,1
U00003485,25,0,1
U00003486,18,1,0
U00003487,18,0,1
U00003488,29,0,1
U00003489,18,0,1
U00003490,25,0,1
U00003491,25,0,1
U00003492,27,0,1
U00003493,25,0,1
U00003494,25,0,1
U00003495,18,0,1
U00003496,27,0,1
U00003497,27,1,0
U00003498,25,0,1
U00003499,25,0,1
U00003500,27,0,1
U00003501,27,1,0
U00003502,18,1,0
U00003503,18,0,1
U00003504,18,0,1
U00003505,25,1,0
U00003506,18,0,1
U00003507,25,0,1
U00003508,18,0,1
U00003509,18,0,1
U00003510,18,1,0
U00003511,32,0,1
U00003512,18,0,1
U00003513,25,0,1
U00003514,18,0,1
U00003515,27,0,1
U00003516,18,0,1
U00003517,18,0,1
U00003518,18,1,0
U00003519,25,1,0
U00003520,25,0,1
U00003521,25,0,1
U00003522,18,0,1
U00003523,27,0,1
U00003524,25,1,0
U00003525,18,1,0
U00003526,27,0,1
U00003527,25,0,1
U00003528,27,0,1
U00003529,29,1,0
U00003530,25,0,1
U00003531,25,1,0
U00003532,27,1,0
U00003533,25,0,1
U00003534,27,0,1
U00003535,29,0,1
U00003536,18,0,1
U00003537,16,0,1
U00003538,27,0,1
U00003539,25,1,0
U00003540,18,0,1
U00003541,25,0,1
U00003542,25,0,1
U00003543,25,0,1
U00003544,25,1,0
U00003545,27,0,1
U00003546,25,0,1
U00003547,27,0,1
U00003548,29,0,1
U00003549,27,1,0
U00003550,25,0,1
U00003551,35,1,0
U00003552,27,1,0
U00003553,27,0,1
U00003554,25,0,1
U00003555,35,0,1
U00003556,25,0,1
U00003557,18,0,1
U00003558,18,0,1
U00003559,18,0,1
U00003560,25,1,0
U00003561,27,0,1
U00003562,25,1,0
U00003563,25,0,1
U00003564,25,0,1
U00003565,25,0,1
U00003566,29,0,1
U00003567,25,0,1
U00003568,25,0,1
U00003569,18,1,0
U00003570,27,0,1
U00003571,18,0,1
U00003572,27,0,1
U00003573,16,0,1
U00003574,27,1,0
U00003575,25,0,1
U00003576,32,0,1
U00003577,35,1,0
U00003578,32,0,1
U00003579,18,0,1
U00003580,18,1,0
U00003581,18,0,1
U00003582,27,1,0
U00003583,25,1,0
U00003584,18,0,1
U00003585,27,0,1
U00003586,27,0,1
U00003587,27,0,1
U00003588,25,0,1
U00003589,29,1,0
U00003590,18,1,0
U00003591,27,0,1
U00003592,35,1,0
U00003593,25,1,0
U00003594,16,0,1
U00003595,25,0,1
U00003596,27,1,0
U00003597,25,0,1
U00003598,35,0,1
U00003599,25,0,1
U00003600,27,0,1
U00003601,27,1,0
U00003602,25,0,1
U00003603,27,1,0
U00003604,16,1,0
U00003605,18,0,1
U00003606,25,1,0
U00003607,27,0,1
U00003608,27,1,0
U00003609,25,1,0
U00003610,18,0,1
U00003611,25,0,1
U00003612,25,0,1
U00003613,25,0,1
U00003614,25,0,1
U00003615,25,0,1
U00003616,29,0,1
U00003617,27,0,1
U00003618,35,0,1
U00003619,32,0,1
U00003620,25,0,1
U00003621,18,0,1
U00003622,18,0,1
U00003623,27,0,1
U00003624,25,0,1
U00003625,18,0,1
U00003626,25,0,1
U00003627,27,1,0
U00003628,25,0,1
U00003629,32,1,0
U00003630,18,0,1
U00003631,18,0,1
U00003632,32,0,1
U00003633,27,0,1
U00003634,32,0,1
U00003635,32,0,1
U00003636,25,0,1
U00003637,25,0,1
U00003638,25,0,1
U00003639,18,0,1
U00003640,27,0,1
U00003641,25,0,1
U00003642,25,1,0
U00003643,25,0,1
U00003644,25,1,0
U00003645,27,0,1
U00003646,27,0,1
U00003647,25,0,1
U00003648,18,0,1
U00003649,25,1,0
U00003650,25,0,1
U00003651,25,0,1
U00003652,25,0,1
U00003653,18,0,1
U00003654,25,0,1
U00003655,25,1,0
U00003656,29,1,0
U00003657,18,0,1
U00003658,25,1,0
U00003659,18,0,1
U00003660,27,0,1
U00003661,27,0,1
U00003662,27,0,1
U00003663,27,1,0
U00003664,27,1,0
U00003665,25,0,1
U00003666,29,0,1
U00003667,16,1,0
U00003668,29,1,0
U00003669,25,0,1
U00003670,29,0,1
U00003671,25,0,1
U00003672,27,0,1
U00003673,25,0,1
U00003674,25,0,1
U00003675,27,0,1
U00003676,27,1,0
U00003677,25,1,0
U00003678,25,0,1
U00003679,25,0,1
U00003680,25,1,0
U00003681,25,0,1
U00003682,32,1,0
U00003683,25,0,1
U00003684,25,0,1
U00003685,25,0,1
U00003686,25,0,1
U00003687,32,1,0
U00003688,18,0,1
U00003689,25,0,1
U00003690,18,0,1
U00003691,25,0,1
U00003692,27,0,1
U00003693,25,0,1
U00003694,25,0,1
U00003695,25,0,1
U00003696,27,0,1
U00003697,25,0,1
U00003698,25,0,1
U00003699,35,1,0
U00003700,25,0,1
U00003701,27,0,1
U00003702,27,0,1
U00003703,18,0,1
U00003704,27,1,0
U00003705,29,0,1
U00003706,25,0,1
U00003707,18,1,0
U00003708,35,0,1
U00003709,25,0,1
U00003710,16,0,1
U00003711,27,0,1
U00003712,25,0,1
U00003713,25,1,0
U00003714,25,0,1
U00003715,18,0,1
U00003716,18,0,1
U00003717,27,0,1
U00003718,32,0,1
U00003719,25,0,1
U00003720,29,0,1
U00003721,25,0,1
U00003722,25,0,1
U00003723,25,0,1
U00003724,27,0,1
U00003725,18,0,1
U00003726,25,0,1
U00003727,27,0,1
U00003728,18,0,1
U00003729,18,0,1
U00003730,25,0,1
U00003731,25,0,1
U00003732,25,0,1
U00003733,18,0,1
U00003734,18,0,1
U00003735,25,0,1
U00003736,27,0,1
U00003737,25,0,1
U00003738,29,0,1
U00003739,35,0,1
U00003740,18,0,1
U00003741,25,0,1
U00003742,25,0,1
U00003743,27,1,0
U00003744,25,0,1
U00003745,25,1,0
U00003746,25,0,1
U00003747,29,0,1
U00003748,18,0,1
U00003749,25,1,0
U00003750,18,1,0
U00003751,27,1,0
U00003752,18,1,0
U00003753,25,0,1
U00003754,35,0,1
U00003755,32,1,0
U00003756,18,0,1
U00003757,25,0,1
U00003758,27,1,0
U00003759,27,0,1
U00003760,32,0,1
U00003761,25,0,1
U00003762,32,0,1
U00003763,25,0,1
U00003764,25,0,1
U00003765,32,1,0
U00003766,18,1,0
U00003767,25,0,1
U00003768,25,0,1
U00003769,25,0,1
U00003770,27,1,0
U00003771,25,0,1
U00003772,27,0,1
U00003773,27,0,1
U00003774,25,0,1
U00003775,27,0,1
U00003776,25,1,0
U00003777,18,0,1
U00003778,25,0,1
U00003779,29,1,0
U00003780,16,0,1
U00003781,35,1,0
U00003782,25,1,0
U00003783,25,0,1
U00003784,25,1,0
U00003785,25,1,0
U00003786,25,1,0
U00003787,25,1,0
U00003788,18,1,0
U00003789,25,1,0
U00003790,25,1,0
U00003791,32,0,1
U00003792,25,0,1
U00003793,18,0,1
U00003794,18,1,0
U00003795,18,1,0
U00003796,29,0,1
U00003797,25,0,1
U00003798,25,0,1
U00003799,18,0,1
U00003800,18,0,1
U00003801,18,0,1
U00003802,18,0,1
U00003803,27,1,0
U00003804,25,0,1
U00003805,27,1,0
U00003806,18,0,1
U00003807,27,1,0
U00003808,25,0,1
U00003809,27,0,1
U00003810,32,0,1
U00003811,25,0,1
U00003812,27,0,1
